,EEM,0.18,EWJ,0.22,EWJ,0.0,EWJ,0.0,EWJ,0.0,EWJ,0.0,IWM,0.3,IWM,0.0,IWM,0.0,EWZ,0.01,FXI,0.02,EFA,0.21,EFA,0.14,EFA,0.11,EFA,0.09,EFA,0.07,EFA,0.02,EFA,0.01,EFA,0.01,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,EFA,0.0,VWO,0.0,JNK,0.83,IYR,0.39,IYR,0.11,EWT,0.26,VEA,0.01,VEA,0.0,IEMG,0.2,EZU,0.19,EZU,0.18,EZU,0.01,EZU,0.0,EWW,0.02,USMV,0.19,USMV,0.07,EWU,0.75,EWU,0.06,EWU,0.05,EWU,0.0,EWU,0.0,EWU,0.0,EWU,0.0,VGK,0.01,VGK,0.0,IVV,0.18,IVV,0.07,IVV,0.01,IVV,0.0,EWG,0.34,EWG,0.2,EWG,0.04,EWG,0.01,EWG,0.0,PFF,2.5,PFF,0.08,EWH,0.62,EWH,0.04,EWH,0.02,EWH,0.0,EWH,0.0,IWD,0.23,IWD,0.17,IWD,0.01,IWD,0.0,EWY,0.11,ITB,0.04,ITB,0.02,INDA,0.08,
CVCO,IWM,0.04,ITB,1.21,XHB,0.51,
SCS,IWM,0.07,
SCR,EFA,0.04,VEA,0.02,EZU,0.13,VGK,0.05,
EICHERMOT,VWO,0.1,
BBG,IWM,0.01,
US402040AH27,JNK,0.07,
JIVE,IWM,0.01,
2305,VWO,0.0,VEA,0.0,
EPG.R,IEMG,0.01,
CIPLA.NS,EEM,0.07,VWO,0.07,IEMG,0.07,INDA,0.89,
2304,VWO,0.0,
2303,EEM,0.1,VWO,0.06,VWO,0.0,EWT,1.35,IEMG,0.08,
NVCR,IWM,0.02,
SDF,EFA,0.03,VEA,0.02,EZU,0.1,VGK,0.04,EWG,0.34,
BBT,SPY,0.16,XLF,1.28,KRE,4.36,IVV,0.16,KBE,2.5,PFF,0.28,IWD,0.29,
2301,EEM,0.07,VWO,0.09,EWT,0.71,IEMG,0.06,
SCOR,IWM,0.08,
BBW,IWM,0.0,
2300,VEA,0.0,
BC8,VEA,0.0,VGK,0.01,
BBY,SPY,0.05,XLY,0.45,XRT,1.23,IVV,0.05,IWD,0.1,
601198,VWO,0.0,
ISGYO,VWO,0.0,IEMG,0.0,
BBX,IWM,0.0,
AVV.LS,VEA,0.01,VGK,0.01,
3632,VEA,0.0,
68870,VEA,0.0,IEMG,0.01,
4966,VWO,0.01,VEA,0.0,IEMG,0.01,
2309,VWO,0.0,VEA,0.0,
3635,VEA,0.0,
2308,EEM,0.24,VWO,0.28,VWO,0.0,EWT,2.16,IEMG,0.2,
FNLC,IWM,0.01,
DANSKE,EFA,0.16,VEA,0.13,VGK,0.25,
3636,VWO,0.0,VEA,0.0,
4967,VEA,0.01,
2307,VWO,0.0,
4968,VEA,0.0,
